2704;Flesh+Blood;7.324;6.7;6.1;0;Плоть + кровь;100278$;33914;https://image.openmoviedb.com/kinopoisk-images/1773646/d40170cd-94da-40a0-9165-84a899b84d75/600x900;126;1501 год. Вся Европа охвачена кровопролитными войнами. В городах свирепствует чума. Отряд солдат удачи, руководимый бывшим наемником Мартином, захватывает в заложники невесту сына барона Арнольфини, когда-то предавшего Мартина.  Отряд укрывается в заброшенном после эпидемии чумы замке и вступает в неравную битву с армией барона.;1985-06-10T00:00:00.000Z;6500000$;1985;драма, приключения;Нидерланды, Испания, США;19216:Рутгер Хауэр, 20147:Дженнифер Джейсон Ли, 143863:Том Бёрлинсон, 40023:Джек Томпсон, 153303:Фернандо Ильбек, 253267:Сьюзен Тайррелл, 141431:Рональд Лейси, 26751:Брайон Джеймс, 66812:Джон Деннис Джонстон, 36564:Симон Андреу;55971;Пол Верховен;16
10142;Caligula;6.011;5.3;3.8;0;Калигула;23438335$;70660;https://image.openmoviedb.com/kinopoisk-images/1600647/404c6956-8168-479a-9bfa-a9f7e53ff530/600x900;156;Рим, 1 век нашей эры. Правителем могущественной империи становится Гай Юлий Цезарь Август Германик, известный под прозвищем Калигула. Его имя станет нарицательным не из-за реформ и свершений, а благодаря расправам, порочным развлечениям и безнравственным связям. Недолгое правление Калигулы станет одной из самых кровавых страниц в истории Римской империи.;1979-08-14T00:00:00.000Z;17500000$;1979;драма, история;Италия, США;14361:Малкольм Макдауэлл, 172832:Тереза Энн Савой, 172833:Гуидо Маннари, 14838:Джон Гилгуд, 58290:Питер О’Тул, 172834:Джанкарло Бадесси, 172836:Бруно Бриве, 172835:Адриана Асти, 139542:Леопольдо Триесте, 19177:Паоло Боначелли;172827;Тинто Брасс;18
1115736;;6.526;5.8;0;0;Тобол;2521833$;49790;https://image.openmoviedb.com/kinopoisk-images/1629390/7f2c89bf-a8c3-4313-ba1d-64334b46453f/600x900;108;Молодой офицер новой гвардии Петра I Иван Демарин по заданию царя отправляется в глубину Сибири — в пограничный Тобольск. Здесь Иван встречает свою первую любовь и вместе со своим полком оказывается втянутым в заговор местных князей, охотящихся за золотом Яркенда. Его крепость окружена полчищами диких джунгар, а помощи ждать неоткуда.;2019-03-01T00:00:00.000Z;N/A;2018;история, драма;Россия;3713490:Илья Маланин, 273292:Дмитрий Назаров, 539454:Дмитрий Дюжев, 916982:Евгений Дятлов, 2407479:Агата Муцениеце, 238762:Александр Лазарев мл., 1769503:Андрей Бурковский, 5514432:Юлия Макарова, 3669799:Павел Табаков, 3448976:Еркебулан Дайыров;1087196;Игорь Зайцев;18
